tax.identity	sample	count	superkingdom	phylum	class	order	family	genus	species
Maribacter stanieri	sample_37	3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter stanieri
Maribacter ulvicola	sample_37	3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter ulvicola
Maribius salinus	sample_37	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Maribius	Maribius salinus
Maricaulis maris	sample_37	6	Bacteria	Proteobacteria	Alphaproteobacteria	Maricaulales	Maricaulaceae	Maricaulis	Maricaulis maris
Maricaulis salignorans	sample_37	10	Bacteria	Proteobacteria	Alphaproteobacteria	Maricaulales	Maricaulaceae	Maricaulis	Maricaulis salignorans
Maricaulis sp.	sample_37	14	Bacteria	Proteobacteria	Alphaproteobacteria	Maricaulales	Maricaulaceae	Maricaulis	Maricaulis sp.
Maricaulis sp. W15	sample_37	9	Bacteria	Proteobacteria	Alphaproteobacteria	Maricaulales	Maricaulaceae	Maricaulis	Maricaulis sp. W15
Marichromatium gracile	sample_37	12	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium gracile
Marichromatium purpuratum	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
Maridesulfovibrio hydrothermalis	sample_37	6	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Maridesulfovibrio hydrothermalis
Maridesulfovibrio salexigens	sample_37	11	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Maridesulfovibrio salexigens
Marinactinospora thermotolerans	sample_37	7	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Marinactinospora	Marinactinospora thermotolerans
Marine Group I thaumarchaeote SCGC AAA799-E16	sample_37	1	Archaea	Thaumarchaeota	NA	NA	NA	NA	Marine Group I thaumarchaeote SCGC AAA799-E16
Marine Group I thaumarchaeote SCGC AAA799-N04	sample_37	1	Archaea	Thaumarchaeota	NA	NA	NA	NA	Marine Group I thaumarchaeote SCGC AAA799-N04
Marinicauda salina	sample_37	6	Bacteria	Proteobacteria	Alphaproteobacteria	Maricaulales	Maricaulaceae	Marinicauda	Marinicauda salina
Marinicaulis flavus	sample_37	7	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Marinicaulis	Marinicaulis flavus
Marinifilum breve	sample_37	26	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinifilaceae	Marinifilum	Marinifilum breve
Mariniflexile sp. TRM1-10	sample_37	8	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mariniflexile	Mariniflexile sp. TRM1-10
Marinilabilia rubra	sample_37	30	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Marinilabilia	Marinilabilia rubra
Marinilabilia salmonicolor	sample_37	22	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Marinilabilia	Marinilabilia salmonicolor
Marinilabiliaceae bacterium	sample_37	4	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	NA	Marinilabiliaceae bacterium
Marinilabiliales bacterium	sample_37	14	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	NA	NA	Marinilabiliales bacterium
Marinilactibacillus psychrotolerans	sample_37	15	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	Marinilactibacillus psychrotolerans
Marinilactibacillus sp. 15R	sample_37	10	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	Marinilactibacillus sp. 15R
Marinimicrobium sp.	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium	Marinimicrobium sp.
Mariniphaga anaerophila	sample_37	151573	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Mariniphaga	Mariniphaga anaerophila
Mariniradius saccharolyticus	sample_37	10	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Mariniradius	Mariniradius saccharolyticus
Marinitenerispora sediminis	sample_37	12	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Marinitenerispora	Marinitenerispora sediminis
Marinithermus hydrothermalis	sample_37	2	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Marinithermus	Marinithermus hydrothermalis
Marinitoga hydrogenitolerans	sample_37	6	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	Marinitoga hydrogenitolerans
Marinitoga piezophila	sample_37	4	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	Marinitoga piezophila
Marinobacter antarcticus	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter antarcticus
Marinobacter excellens	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter excellens
Marinobacter fuscus	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter fuscus
Marinobacter guineae	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter guineae
Marinobacter lutaoensis	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter lutaoensis
Marinobacter manganoxydans	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter manganoxydans
Marinobacter maroccanus	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter maroccanus
Marinobacter mobilis	sample_37	4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter mobilis
Marinobacter nauticus	sample_37	4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter nauticus
Marinobacter nitratireducens	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter nitratireducens
Marinobacter persicus	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter persicus
Marinobacter profundi	sample_37	8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter profundi
Marinobacter psychrophilus	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter psychrophilus
Marinobacter salarius	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter salarius
Marinobacter salinus	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter salinus
Marinobacter segnicrescens	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter segnicrescens
Marinobacter shengliensis	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter shengliensis
Marinobacter sp.	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp.
Marinobacter sp. ANT_B65	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. ANT_B65
Marinobacter sp. Arc7-DN-1	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. Arc7-DN-1
Marinobacter sp. BSs20148	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. BSs20148
Marinobacter sp. C18	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. C18
Marinobacter sp. CP1	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. CP1
Marinobacter sp. ELB17	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. ELB17
Marinobacter sp. ES-1	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. ES-1
Marinobacter sp. EhC06	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. EhC06
Marinobacter sp. EhN04	sample_37	4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. EhN04
Marinobacter sp. HL-58	sample_37	4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. HL-58
Marinobacter sp. LV10R520-4	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. LV10R520-4
Marinobacter sp. X15-166B	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. X15-166B
Marinobacter sp. es.042	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. es.042
Marinobacter sp. es.048	sample_37	8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. es.048
Marinobacter subterrani	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter subterrani
Marinobacter vulgaris	sample_37	12	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter vulgaris
Marinobacter zhejiangensis	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter zhejiangensis
Marinobacterium georgiense	sample_37	4	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	Marinobacterium georgiense
Marinobacterium halophilum	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	Marinobacterium halophilum
Marinobacterium lutimaris	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	Marinobacterium lutimaris
Marinobacterium sp. AK27	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	Marinobacterium sp. AK27
Marinobacterium stanieri	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	Marinobacterium stanieri
Marinococcus halophilus	sample_37	6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Marinococcus	Marinococcus halophilus
Marinococcus luteus	sample_37	5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Marinococcus	Marinococcus luteus
Marinomonas alcarazii	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas alcarazii
Marinomonas aquimarina	sample_37	12	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas aquimarina
Marinomonas aquiplantarum	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas aquiplantarum
Marinomonas fungiae	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas fungiae
Marinomonas polaris	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas polaris
Marinomonas pollencensis	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas pollencensis
Marinomonas primoryensis	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas primoryensis
Marinomonas rhizomae	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas rhizomae
Marinomonas sp.	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas sp.
Marinomonas sp. BSi20584	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas sp. BSi20584
Marinomonas sp. MED121	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas sp. MED121
Marinomonas sp. S3726	sample_37	6	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas sp. S3726
Marinomonas spartinae	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas spartinae
Marinomonas ushuaiensis	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas ushuaiensis
Marinoscillum furvescens	sample_37	3	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Reichenbachiellaceae	Marinoscillum	Marinoscillum furvescens
Marinospirillum celere	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinospirillum	Marinospirillum celere
Marinovum algicola	sample_37	7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Marinovum	Marinovum algicola
Marinovum sp.	sample_37	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Marinovum	Marinovum sp.
Mariprofundus aestuarium	sample_37	2	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus aestuarium
Mariprofundus ferrinatatus	sample_37	1	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus ferrinatatus
Mariprofundus ferrooxydans	sample_37	2	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus ferrooxydans
Maritalea myrionectae	sample_37	4	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Maritalea	Maritalea myrionectae
Maritimibacter alkaliphilus	sample_37	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Maritimibacter	Maritimibacter alkaliphilus
Maritimibacter sp.	sample_37	6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Maritimibacter	Maritimibacter sp.
Maritimibacter sp. 55A14	sample_37	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Maritimibacter	Maritimibacter sp. 55A14
Marivirga sericea	sample_37	2	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Marivirgaceae	Marivirga	Marivirga sericea
Marivirga tractuosa	sample_37	8	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Marivirgaceae	Marivirga	Marivirga tractuosa
Marivita geojedonensis	sample_37	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Marivita	Marivita geojedonensis
Marivita hallyeonensis	sample_37	4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Marivita	Marivita hallyeonensis
Marivita sp. XM-24bin2	sample_37	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Marivita	Marivita sp. XM-24bin2
Marivivens niveibacter	sample_37	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivivens	Marivivens niveibacter
Marixanthomonas spongiae	sample_37	5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Marixanthomonas	Marixanthomonas spongiae
Marmoricola sp. Leaf446	sample_37	4	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola sp. Leaf446
Marortus luteolus	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Marortus	Marortus luteolus
Martelella endophytica	sample_37	7	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Martelella	Martelella endophytica
Martelella mediterranea	sample_37	19	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Martelella	Martelella mediterranea
Martelella sp.	sample_37	1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Martelella	Martelella sp.
Martelella sp. AD-3	sample_37	5	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Martelella	Martelella sp. AD-3
Marvinbryantia formatexigens	sample_37	316	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Marvinbryantia	Marvinbryantia formatexigens
Massilia eurypsychrophila	sample_37	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia eurypsychrophila
Massilia glaciei	sample_37	5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia glaciei
Massilia oculi	sample_37	4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia oculi
Massilia phosphatilytica	sample_37	5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia phosphatilytica
Massilia psychrophila	sample_37	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia psychrophila
Massilia sp. JS1662	sample_37	4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. JS1662
Massilia sp. LC238	sample_37	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. LC238
Massilia sp. Leaf139	sample_37	4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Leaf139
Massilia sp. PDC64	sample_37	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. PDC64
Massilia sp. Root133	sample_37	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Root133
Massilia sp. Root1485	sample_37	2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Root1485
Massilia sp. Root335	sample_37	2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Root335
Massilia sp. Root418	sample_37	4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Root418
Massilia sp. WF1	sample_37	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. WF1
Massilia sp. WG5	sample_37	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. WG5
Massilia sp. YMA4	sample_37	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. YMA4
Massilia timonae	sample_37	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia timonae
Massilia violaceinigra	sample_37	5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia violaceinigra
Massilimicrobiota timonensis	sample_37	490	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota	Massilimicrobiota timonensis
Mastigocoleus testarum	sample_37	5	Bacteria	Cyanobacteria	NA	Nostocales	Hapalosiphonaceae	Mastigocoleus	Mastigocoleus testarum
Megalodesulfovibrio gigas	sample_37	15	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Megalodesulfovibrio	Megalodesulfovibrio gigas
Megamonas funiformis	sample_37	25	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis
Megamonas funiformis CAG:377	sample_37	11	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis CAG:377
Megamonas hypermegale	sample_37	75	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas hypermegale
Megamonas rupellensis	sample_37	10	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas rupellensis
Megamonas sp. Calf98-2	sample_37	7	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas sp. Calf98-2
Megasphaera cerevisiae	sample_37	42	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera cerevisiae
Megasphaera elsdenii	sample_37	15	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera elsdenii
Megasphaera genomosp. type_1	sample_37	6	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera genomosp. type_1
Megasphaera genomosp. type_2	sample_37	10	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera genomosp. type_2
Megasphaera hexanoica	sample_37	20	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera hexanoica
Megasphaera hutchinsoni	sample_37	5	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera hutchinsoni
Megasphaera lornae	sample_37	3	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera lornae
Megasphaera micronuciformis	sample_37	29	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis
Megasphaera paucivorans	sample_37	19	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera paucivorans
Megasphaera sp. ASD88	sample_37	4	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. ASD88
Megasphaera sp. DISK 18	sample_37	11	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. DISK 18
Megasphaera sp. DJF_B143	sample_37	5	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. DJF_B143
Megasphaera sp. MJR8396C	sample_37	13	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. MJR8396C
Megasphaera sp. NM10	sample_37	15	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. NM10
Megasphaera sp. UPII 135-E	sample_37	17	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. UPII 135-E
Megasphaera stantonii	sample_37	59	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera stantonii
Megasphaera vaginalis	sample_37	67	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera vaginalis
Meinhardsimonia xiamenensis	sample_37	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Meinhardsimonia	Meinhardsimonia xiamenensis
Meiothermus ruber	sample_37	1	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus ruber
Meiothermus sp. Pnk-1	sample_37	20	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus sp. Pnk-1
Meiothermus sp. QL-1	sample_37	1	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus sp. QL-1
Meiothermus taiwanensis	sample_37	1	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus taiwanensis
Melaminivora sp. SC2-9	sample_37	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Melaminivora	Melaminivora sp. SC2-9
Melghirimyces profundicolus	sample_37	7	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces	Melghirimyces profundicolus
Melghirimyces thermohalophilus	sample_37	4	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces	Melghirimyces thermohalophilus
Melioribacter roseus	sample_37	6	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	Melioribacter roseus
Melioribacter sp. GWF2_38_21	sample_37	3	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	Melioribacter sp. GWF2_38_21
Melissococcus plutonius	sample_37	6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	Melissococcus plutonius
Melissococcus sp. OM08-11BH	sample_37	12	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	Melissococcus sp. OM08-11BH
Melittangium boletus	sample_37	17	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Melittangium	Melittangium boletus
Merismopedia glauca	sample_37	3	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae	Merismopedia	Merismopedia glauca
Mesoaciditoga sp.	sample_37	2	Bacteria	Thermotogae	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	Mesoaciditoga	Mesoaciditoga sp.
Mesobacillus boroniphilus	sample_37	4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus boroniphilus
Mesobacillus campisalis	sample_37	11	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus campisalis
Mesobacillus persicus	sample_37	5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus persicus
