tax.identity	sample	count	superkingdom	phylum	class	order	family	genus	species
Paenibacillus sp. P32E	sample_17	9	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. P32E
Paenibacillus sp. P3E	sample_17	5	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. P3E
Paenibacillus sp. P46E	sample_17	11	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. P46E
Paenibacillus sp. PCH8	sample_17	22	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. PCH8
Paenibacillus sp. PDC88	sample_17	16	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. PDC88
Paenibacillus sp. RU26A	sample_17	2	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. RU26A
Paenibacillus sp. RU4T	sample_17	4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. RU4T
Paenibacillus sp. RU4X	sample_17	1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. RU4X
Paenibacillus sp. RU5A	sample_17	2	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. RU5A
Paenibacillus sp. RU5M	sample_17	2	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. RU5M
Paenibacillus sp. RUD330	sample_17	6	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. RUD330
Paenibacillus sp. Root444D2	sample_17	9	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. Root444D2
Paenibacillus sp. Root52	sample_17	28	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. Root52
Paenibacillus sp. SSG-1	sample_17	21	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. SSG-1
Paenibacillus sp. Soil522	sample_17	10	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. Soil522
Paenibacillus sp. Soil724D2	sample_17	12	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. Soil724D2
Paenibacillus sp. Soil750	sample_17	10	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. Soil750
Paenibacillus sp. Soil766	sample_17	23	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. Soil766
Paenibacillus sp. Soil787	sample_17	16	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. Soil787
Paenibacillus sp. TCA20	sample_17	10	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. TCA20
Paenibacillus sp. UNC496MF	sample_17	43	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. UNC496MF
Paenibacillus sp. UNC499MF	sample_17	4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. UNC499MF
Paenibacillus sp. UNCCL117	sample_17	5	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. UNCCL117
Paenibacillus sp. VMFN-D1	sample_17	33	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. VMFN-D1
Paenibacillus sp. VT-400	sample_17	3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. VT-400
Paenibacillus sp. VTT E-133280	sample_17	11	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. VTT E-133280
Paenibacillus sp. VTT E-133291	sample_17	4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. VTT E-133291
Paenibacillus sp. XY044	sample_17	35	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. XY044
Paenibacillus sp. Y412MC10	sample_17	1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. Y412MC10
Paenibacillus sp. YN15	sample_17	63	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. YN15
Paenibacillus sp. cl123	sample_17	7	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. cl123
Paenibacillus sp. cl130	sample_17	1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. cl130
Paenibacillus sp. cl141a	sample_17	3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. cl141a
Paenibacillus sp. cl6col	sample_17	4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. cl6col
Paenibacillus sp. lzh-N1	sample_17	8	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. lzh-N1
Paenibacillus sp. yr247	sample_17	2	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. yr247
Paenibacillus stellifer	sample_17	11	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus stellifer
Paenibacillus taichungensis	sample_17	12	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus taichungensis
Paenibacillus terrae	sample_17	36	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus terrae
Paenibacillus thiaminolyticus	sample_17	12	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus thiaminolyticus
Paenibacillus tianmuensis	sample_17	4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus tianmuensis
Paenibacillus tyrfis	sample_17	9	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus tyrfis
Paenibacillus uliginis	sample_17	9	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus uliginis
Paenibacillus vortex	sample_17	5	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus vortex
Paenibacillus wynnii	sample_17	12	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus wynnii
Paenibacillus xerothermodurans	sample_17	3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus xerothermodurans
Paenibacillus xylanexedens	sample_17	2	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus xylanexedens
Paenibacillus xylanivorans	sample_17	3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus xylanivorans
Paenibacillus yonginensis	sample_17	6	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus yonginensis
Paeniclostridium sordellii	sample_17	11	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
Paenirhodobacter enshiensis	sample_17	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paenirhodobacter	Paenirhodobacter enshiensis
Paenisporosarcina quisquiliarum	sample_17	11	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	Paenisporosarcina quisquiliarum
Paenisporosarcina sp. HGH0030	sample_17	8	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	Paenisporosarcina sp. HGH0030
Paenisporosarcina sp. OV554	sample_17	2	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	Paenisporosarcina sp. OV554
Palleronia abyssalis	sample_17	11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Palleronia	Palleronia abyssalis
Palleronia marisminoris	sample_17	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Palleronia	Palleronia marisminoris
Paludibacter jiangxiensis	sample_17	62	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter jiangxiensis
Paludibacter propionicigenes	sample_17	71	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter propionicigenes
Paludibacter sp. 47-17	sample_17	73	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter sp. 47-17
Paludifilum halophilum	sample_17	6	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Paludifilum	Paludifilum halophilum
Pandoraea faecigallinarum	sample_17	4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea faecigallinarum
Pandoraea oxalativorans	sample_17	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea oxalativorans
Pandoraea pnomenusa	sample_17	11	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea pnomenusa
Pandoraea pulmonicola	sample_17	5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea pulmonicola
Pandoraea sp. 64-18	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea sp. 64-18
Pandoraea sp. ISTKB	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea sp. ISTKB
Pandoraea sputorum	sample_17	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea sputorum
Pandoraea thiooxydans	sample_17	5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea thiooxydans
Pandoraea vervacti	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea vervacti
Pannonibacter indicus	sample_17	30	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Pannonibacter	Pannonibacter indicus
Pantoea agglomerans	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea agglomerans
Pantoea alhagi	sample_17	5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea alhagi
Pantoea ananatis	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea ananatis
Pantoea anthophila	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea anthophila
Pantoea brenneri	sample_17	5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea brenneri
Pantoea coffeiphila	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea coffeiphila
Pantoea conspicua	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea conspicua
Pantoea cypripedii	sample_17	13	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea cypripedii
Pantoea deleyi	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea deleyi
Pantoea dispersa	sample_17	5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea dispersa
Pantoea endophytica	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea endophytica
Pantoea rodasii	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea rodasii
Pantoea rwandensis	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea rwandensis
Pantoea septica	sample_17	6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea septica
Pantoea sp. 3.5.1	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. 3.5.1
Pantoea sp. AG702	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. AG702
Pantoea sp. ARC270	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. ARC270
Pantoea sp. ARC607	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. ARC607
Pantoea sp. AS-PWVM4	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. AS-PWVM4
Pantoea sp. Ae16	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. Ae16
Pantoea sp. At-9b	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. At-9b
Pantoea sp. BL1	sample_17	5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. BL1
Pantoea sp. FDAARGOS_194	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. FDAARGOS_194
Pantoea sp. GL120224-02	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. GL120224-02
Pantoea sp. GM01	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. GM01
Pantoea sp. OV426	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. OV426
Pantoea sp. OXWO6B1	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. OXWO6B1
Pantoea sp. PNA 03-3	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. PNA 03-3
Pantoea sp. PSNIH1	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. PSNIH1
Pantoea sp. PSNIH2	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. PSNIH2
Pantoea sp. PSNIH3	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. PSNIH3
Pantoea sp. PSNIH5	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. PSNIH5
Pantoea sp. SM3	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. SM3
Pantoea sp. Sc1	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. Sc1
Pantoea sp. VS1	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. VS1
Pantoea sp. YR512	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. YR512
Pantoea sp. YR525	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. YR525
Pantoea stewartii	sample_17	9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea stewartii
Pantoea vagans	sample_17	10	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea vagans
Pantoea wallisii	sample_17	8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea wallisii
Papillibacter cinnamivorans	sample_17	97	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Papillibacter	Papillibacter cinnamivorans
Parabacteroides acidifaciens	sample_17	10812	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides acidifaciens
Parabacteroides chinchillae	sample_17	14448	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides chinchillae
Parabacteroides distasonis	sample_17	3816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
Parabacteroides goldsteinii	sample_17	4884	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii
Parabacteroides gordonii	sample_17	142481	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides gordonii
Parabacteroides merdae	sample_17	39988	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae
Parabacteroides sp. 20_3	sample_17	3574	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. 20_3
Parabacteroides sp. 2_1_7	sample_17	9462	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. 2_1_7
Parabacteroides sp. AM17-47	sample_17	909	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AM17-47
Parabacteroides sp. AM25-14	sample_17	1055	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AM25-14
Parabacteroides sp. ASF519	sample_17	1016	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. ASF519
Parabacteroides sp. AT13	sample_17	2092	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AT13
Parabacteroides sp. CAG:2	sample_17	1744	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CAG:2
Parabacteroides sp. CAG:409	sample_17	410	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CAG:409
Parabacteroides sp. CT06	sample_17	2591	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CT06
Parabacteroides sp. D13	sample_17	2951	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. D13
Parabacteroides sp. D25	sample_17	9995	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. D25
Parabacteroides sp. D26	sample_17	1422	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. D26
Parabacteroides sp. HGS0025	sample_17	1137145	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. HGS0025
Parabacteroides sp. merdae-related_45_40	sample_17	28569	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. merdae-related_45_40
Paraburkholderia acidicola	sample_17	11	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia acidicola
Paraburkholderia aromaticivorans	sample_17	10	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia aromaticivorans
Paraburkholderia aspalathi	sample_17	4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia aspalathi
Paraburkholderia bryophila	sample_17	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia bryophila
Paraburkholderia caballeronis	sample_17	2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caballeronis
Paraburkholderia caledonica	sample_17	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caledonica
Paraburkholderia caribensis	sample_17	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caribensis
Paraburkholderia diazotrophica	sample_17	6	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia diazotrophica
Paraburkholderia eburnea	sample_17	5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia eburnea
Paraburkholderia fungorum	sample_17	6	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia fungorum
Paraburkholderia ginsengiterrae	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia ginsengiterrae
Paraburkholderia graminis	sample_17	4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia graminis
Paraburkholderia hospita	sample_17	10	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia hospita
Paraburkholderia lycopersici	sample_17	10	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia lycopersici
Paraburkholderia megapolitana	sample_17	10	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia megapolitana
Paraburkholderia monticola	sample_17	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia monticola
Paraburkholderia phenazinium	sample_17	8	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phenazinium
Paraburkholderia phymatum	sample_17	4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phymatum
Paraburkholderia phytofirmans	sample_17	4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phytofirmans
Paraburkholderia rhynchosiae	sample_17	5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia rhynchosiae
Paraburkholderia ribeironis	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia ribeironis
Paraburkholderia sacchari	sample_17	6	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sacchari
Paraburkholderia sartisoli	sample_17	6	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sartisoli
Paraburkholderia silvatlantica	sample_17	25	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia silvatlantica
Paraburkholderia sp. BL18I3N2	sample_17	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BL18I3N2
Paraburkholderia sp. BL21I4N1	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BL21I4N1
Paraburkholderia sp. BL25I1N1	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BL25I1N1
Paraburkholderia sp. BL6669N2	sample_17	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BL6669N2
Paraburkholderia sp. DHOC27	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. DHOC27
Paraburkholderia sp. GV072	sample_17	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. GV072
Paraburkholderia sp. SOS3	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. SOS3
Paraburkholderia sprentiae	sample_17	2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sprentiae
Paraburkholderia steynii	sample_17	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia steynii
Paraburkholderia terricola	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia terricola
Paraburkholderia tropica	sample_17	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia tropica
Paraburkholderia tuberum	sample_17	5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia tuberum
Paraburkholderia unamae	sample_17	10	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia unamae
Paraburkholderia xenovorans	sample_17	7	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia xenovorans
Parachlamydia acanthamoebae	sample_17	2	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia acanthamoebae
