dummy	genus	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_40	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_50	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_60	sample_1	sample_10	sample_15	sample_17	sample_20	sample_25	sample_30	sample_35	sample_37	sample_40	sample_5	sample_50	sample_55	sample_57	sample_60
TRUE	Leifsonia	77	34	34	35	219	49	148	83	22	10	134	164	27	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leishmania	20	41	15	27	96	35	13	38	12	20	17	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leisingera	55	27	60	4	90	41	46	81	21	3	88	5	37	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lelliottia	14	14	103	14	18	12	32	15	11	6	7	3	26	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leminorella	15	16	8	33	27	16	16	11	5	0	13	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lentibacillus	4	7	1	7	6	5	4	5	8	1	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lentibacter	20	1	2	0	2	11	1	1	1	0	28	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lentilactobacillus	3346	5575	1107	8807	25782	14577	9328	7085	1864	20695	666	183	3570	904	1679	869	929	392	137	1064	253	30	10	14	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lentzea	29	19	14	13	178	32	50	60	22	9	11	3	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptolinea	9	5	0	2	0	4	18	4	2	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptolyngbya	83	21	13	46	20	12	142	19	11	6	17	8	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptonema	45	12	1	52	22	4	71	8	2	3	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptospira	117	115	65	129	91	105	73	109	83	22	50	43	78	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptospirillum	4	2	2	4	6	4	4	10	10	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptothrix	2	4	2	0	6	0	11	4	2	0	2	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptotrichia	147	186	37	290	224	240	140	148	124	77	231	308	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leucobacter	29	15	12	18	72	17	66	31	9	12	12	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leuconostoc	1738	284	430	1444	4577	2077	3890	714	503	2398	70	31	525	46	196	85	145	28	19	122	13	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leucothrix	2	5	1	4	4	4	0	0	3	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Levilactobacillus	8092	2513	1648	1239	19429	8816	9346	3681	839	9127	574	112	1791	143	1660	759	1038	184	94	606	85	19	8	9	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Levilinea	5	7	3	0	6	3	17	4	3	1	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lewinella	9	2	2	0	2	3	10	1	5	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leyella	174	136	470	132	33	813	148	2449	906	46	339	66	947	18	1	58	9	154	52	1	96	16	160	3	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Liberibacter	3	2	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ligilactobacillus	4424	181398	78242	4877	584257	370380	17203	219359	33537	2135007	18936	17945	175230	496	63005	40038	1720	23837	3588	224699	6709	2075	5092	1958	18106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Limihaloglobus	9	3	3	2	0	3	2	13	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Limimaricola	25	15	28	1	87	34	30	48	6	2	24	1	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Limimonas	2	2	12	0	12	3	23	10	3	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Limnobaculum	3	2	5	2	1	2	0	29	12	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Limnohabitans	71	27	32	25	85	49	120	58	16	7	36	7	68	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Limnothrix	3	2	5	2	5	7	11	4	5	2	17	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Limosilactobacillus	80216	14664	2655	15232	107492	83941	90094	38983	16214	6165	2715	1759	9416	1343	10451	8259	8287	3828	1542	283	3093	299	4	165	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Liquorilactobacillus	1144	714	380	1567	30206	17276	4322	9852	2932	7883	150	62	7369	159	2820	1666	428	987	320	599	387	11	140	6	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lishizhenia	1	0	14	2	3	3	5	3	9	2	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Listeria	105	89	76	115	553	274	174	119	49	128	51	25	92	0	2	4	0	2	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Litchfieldia	32	15	3	54	59	28	35	7	7	2	6	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Litoreibacter	42	11	52	3	14	30	27	31	15	7	60	1	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Litorivita	17	1	14	0	0	17	0	1	0	0	30	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Loigolactobacillus	3026	38230	7444	4111	398303	236109	11123	160230	46635	869606	10014	2822	33191	211	39642	23487	638	16090	4660	87528	5839	998	954	276	3286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Loktanella	65	13	52	13	14	78	19	54	4	2	127	4	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Longilinea	12	3	1	5	20	11	40	9	0	1	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lonsdalea	15	7	5	3	14	4	15	30	2	2	9	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lottiidibacillus	5	4	4	9	94	47	7	20	6	1	1	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Luminiphilus	4	1	1	1	0	0	0	3	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lunatimonas	6	4	6	8	15	6	5	32	7	18	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Luteibacter	44	28	46	3	109	24	60	48	16	4	35	3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Luteimicrobium	5	2	1	1	22	6	12	10	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Luteimonas	10	5	8	7	63	10	20	14	6	2	5	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Luteipulveratus	1	3	4	0	4	2	12	3	2	7	44	78	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Luteitalea	3	2	3	3	8	2	3	8	5	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Luteococcus	3	1	3	1	13	3	2	6	5	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lutibacter	55	48	34	29	56	86	30	47	27	28	23	16	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lutibaculum	9	3	16	0	54	12	5	31	4	1	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lutimaribacter	12	5	17	0	28	15	7	12	1	0	15	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lutispora	41	62	22	98	17	93	5180	4010	6750	34	39	8	4	1	0	0	529	427	689	0	2	0	0	1	0	0	0	0	0	3	2	4	0	0	0	0	0	0	0	0
TRUE	Lyngbya	6	2	5	1	0	6	7	8	2	0	6	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lysinibacillus	113	93	33	108	168	146	157	97	97	18	45	40	36	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lysobacter	81	63	56	79	204	68	322	125	41	22	75	23	54	0	0	1	7	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Macellibacteroides	312	26	27	9	3	23	57	29	29	10	21	10	89	0	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Macrococcoides	16	17	7	17	72	54	14	28	11	82	7	2	10	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Macrococcus	5	4	3	12	16	11	4	8	5	6	9	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Magnetococcus	8	6	3	2	26	5	2	11	8	0	9	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Magnetofaba	4	5	6	3	22	4	25	8	3	11	7	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Magnetospirillum	82	25	96	29	116	45	95	115	57	4	95	4	77	0	0	0	1	3	7	0	7	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Magnetovibrio	56	12	45	7	18	29	12	42	6	0	53	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Malaciobacter	35	22	5	65	37	45	27	31	17	3	5	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Malacoplasma	5	3	2	3	70	22	4	12	2	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Malassezia	38	10	2	17	23	9	36	6	2	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Maledivibacter	17	92	69	212	44	215	133	104	34	3	53	181	10	1	0	1	0	0	0	0	5	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Malikia	3	2	6	4	10	3	5	14	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Maliponia	9	6	22	0	48	6	8	36	6	0	14	3	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Malonomonas	7	4	7	0	3	6	7	4	1	3	6	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mameliella	10	10	9	1	16	7	9	49	3	0	21	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mammaliicoccus	52	45	10	30	216	77	23	40	17	20	16	22	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mangrovibacter	2	4	3	1	2	0	0	3	1	0	62	1	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mangrovibacterium	24	55	27	1	1	2	6	22	13	5	12	6	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mangrovimonas	20	14	6	40	16	23	8	4	9	5	2	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mannheimia	10	6	1	1	10	11	3	17	3	1	17	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Maribacter	73	81	37	46	118	102	26	46	44	37	31	38	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Maricaulis	197	39	71	9	11	220	37	29	7	4	330	3	29	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marichromatium	10	15	5	9	31	5	34	27	4	1	4	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Maridesulfovibrio	34	17	1	8	4	8	25	14	6	3	8	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinactinospora	3	7	0	0	16	1	3	7	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinicauda	17	6	9	5	30	27	21	20	21	0	44	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinicaulis	23	7	18	1	1	37	8	25	3	1	60	0	7	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinifilum	13	26	19	21	11	9	4	5	12	3	6	15	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mariniflexile	7	8	0	2	3	8	4	5	2	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinilabilia	37	52	325	19	18	26	16	14	17	31	22	15	64	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinilactibacillus	8526	25	9	13	5516	72	9801	36	14	42	8	9	21	0	565	0	1027	0	0	0	0	0	0	0	0	0	4	0	15	8	0	0	0	0	0	0	0	0	0	0
TRUE	Marinimicrobium	2	3	3	0	2	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mariniphaga	25	151573	6921	5	25	10	12	19	7	1	2	9	77638	0	0	0	0	0	0	0	0	0	0	0	7767	0	0	0	0	0	0	0	0	187	0	0	0	0	8	31
TRUE	Mariniradius	8	10	1	4	4	2	10	4	0	2	4	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinitenerispora	11	12	4	0	39	4	6	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinithermus	9	2	0	6	12	2	5	18	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinitoga	6	10	2	10	41	45	74	25	13	1	8	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinobacter	181	89	76	117	165	110	258	150	72	13	162	22	83	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinobacterium	18	13	14	4	20	24	25	30	10	5	31	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinococcus	16	11	4	32	15	10	28	25	8	0	8	9	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinomonas	39	39	38	25	79	62	25	48	27	10	61	24	42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinoscillum	6	3	10	0	0	3	5	1	4	26	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinospirillum	10	2	2	19	9	7	8	2	9	3	7	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinovum	13	9	13	1	29	13	5	19	10	6	15	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mariprofundus	16	5	5	8	7	7	9	7	6	1	6	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Maritalea	30	4	7	4	2	19	5	3	4	3	37	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Maritimibacter	40	10	47	8	30	32	34	29	13	5	53	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marivirga	1	10	7	1	4	5	6	3	4	1	3	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marivita	31	7	29	3	2	23	19	13	3	4	48	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marivivens	24	2	11	0	2	21	6	2	0	0	37	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marixanthomonas	4	5	3	1	4	2	2	2	0	5	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marmoricola	10	4	2	2	51	5	18	13	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marortus	0	3	2	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Martelella	70	32	71	10	52	49	56	78	11	13	117	34	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marvinbryantia	8817	316	32	299	32247	8606	12975	136	241	65	414	580	89	3	3240	862	1303	0	3	0	3	5	0	6	5	0	12	4	12	5	0	0	0	0	0	0	0	0	0	0
TRUE	Massilia	126	48	97	74	260	82	247	160	50	11	158	120	122	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Massilimicrobiota	47	490	3	95	165	54	54	63	19	14	441	125	9	3	7	0	0	2	2	1	2	9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mastigocoleus	1	5	3	0	8	6	2	9	6	4	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mediterraneibacter	7115	23035	1426	13085	7011	34224	2946	4318	61952	2170	7685	9815	2384	274	744	3473	287	336	6104	246	502	818	6	1063	159	0	21	110	6	0	3	1	0	0	0	1	0	0	0	0
TRUE	Megalodesulfovibrio	9	15	12	3	76	12	41	21	9	2	4	28811	11	0	0	0	0	0	0	0	0	0	0	2906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Megamonas	135	128	21	63	108	127	236	78	39	97	405	564	41	0	1	0	9	0	0	5	0	15	58	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Megasphaera	404	340	90	232	379	471	58060	445	32408	243	370	460	168	24	10	30	5806	29	3211	9	18	20	57	17	10	0	0	0	0	36	0	23	0	0	0	0	0	0	0	0
TRUE	Meinhardsimonia	1	3	13	0	8	5	1	4	1	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Meiothermus	21	23	11	14	78	22	33	44	12	7	10	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Melaminivora	1	3	3	27	30	6	6	10	6	3	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Melghirimyces	5	11	2	5	15	3	41	32	3	1	7	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Melioribacter	8	6	3	1	3	0	8	5	4	16	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Melissococcus	18	18	17	18	245	90	32	25	9	48	10	2	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Melittangium	7	17	12	4	62	7	7	94	15	2	4	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Merismopedia	1	3	1	1	1	6	6	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mesoaciditoga	3	2	0	2	2	2	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TRUE	Mesobacillus	86	30	11	103	41	55	102	50	18	5	24	22	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mesoflavibacter	5	6	6	1	5	6	9	7	8	4	2	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mesomycoplasma	1	5	1	1	9	9	7	15	4	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mesonia	7	16	4	6	7	12	3	5	3	4	6	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
