tax.identity	sample	count	superkingdom	phylum	class	order	family	genus	species
Flavobacterium segetis	sample_57	6	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium segetis
Flavobacterium seoulense	sample_57	25	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium seoulense
Flavobacterium sinopsychrotolerans	sample_57	5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sinopsychrotolerans
Flavobacterium sp.	sample_57	9	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.
Flavobacterium sp. 1	sample_57	5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 1
Flavobacterium sp. 103	sample_57	4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 103
Flavobacterium sp. 11	sample_57	3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 11
Flavobacterium sp. 2	sample_57	5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 2
Flavobacterium sp. 316	sample_57	10	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 316
Flavobacterium sp. 38-13	sample_57	1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 38-13
Flavobacterium sp. 40-81	sample_57	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 40-81
Flavobacterium sp. 5	sample_57	14	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 5
Flavobacterium sp. 9	sample_57	5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 9
Flavobacterium sp. AG291	sample_57	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. AG291
Flavobacterium sp. AJR	sample_57	1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. AJR
Flavobacterium sp. ALD4	sample_57	5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. ALD4
Flavobacterium sp. BFFFF1	sample_57	1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. BFFFF1
Flavobacterium sp. BFFFF2	sample_57	15	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. BFFFF2
Flavobacterium sp. CF108	sample_57	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. CF108
Flavobacterium sp. CF136	sample_57	50	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. CF136
Flavobacterium sp. F52	sample_57	6	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. F52
Flavobacterium sp. FPG59	sample_57	4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. FPG59
Flavobacterium sp. HTF	sample_57	7	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. HTF
Flavobacterium sp. IR1	sample_57	12	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. IR1
Flavobacterium sp. LM4	sample_57	12	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. LM4
Flavobacterium sp. LM5	sample_57	7	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. LM5
Flavobacterium sp. Leaf82	sample_57	15	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. Leaf82
Flavobacterium sp. MEB061	sample_57	3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. MEB061
Flavobacterium sp. MedPE-SWcel	sample_57	6	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. MedPE-SWcel
Flavobacterium sp. Root186	sample_57	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. Root186
Flavobacterium sp. Root420	sample_57	12	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. Root420
Flavobacterium sp. Root901	sample_57	8	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. Root901
Flavobacterium sp. Root935	sample_57	7	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. Root935
Flavobacterium sp. TAB 87	sample_57	3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. TAB 87
Flavobacterium sp. WLB	sample_57	3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. WLB
Flavobacterium sp. fv08	sample_57	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. fv08
Flavobacterium sp. ov086	sample_57	1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. ov086
Flavobacterium subsaxonicum	sample_57	4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium subsaxonicum
Flavobacterium succinicans	sample_57	12	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium succinicans
Flavobacterium suncheonense	sample_57	4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium suncheonense
Flavobacterium terrae	sample_57	7	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium terrae
Flavobacterium terrigena	sample_57	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium terrigena
Flavobacterium tibetense	sample_57	8	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium tibetense
Flavobacterium tructae	sample_57	5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium tructae
Flavobacterium urumqiense	sample_57	5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium urumqiense
Flavobacterium xanthum	sample_57	4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium xanthum
Flavobacterium xinjiangense	sample_57	6	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium xinjiangense
Flavobacterium xueshanense	sample_57	6	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium xueshanense
Flavonifractor plautii	sample_57	326	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
Flectobacillus sp. BAB-3569	sample_57	6	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Flectobacillus	Flectobacillus sp. BAB-3569
Flexibacter flexilis	sample_57	7	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flexibacteraceae	Flexibacter	Flexibacter flexilis
Flexistipes sinusarabici	sample_57	3	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Flexistipes	Flexistipes sinusarabici
Floricoccus penangensis	sample_57	3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Floricoccus	Floricoccus penangensis
Floricoccus tropicus	sample_57	3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Floricoccus	Floricoccus tropicus
Fluoribacter dumoffii	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter	Fluoribacter dumoffii
Fluoribacter gormanii	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter	Fluoribacter gormanii
Fluviicola sp.	sample_57	28	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola sp.
Fluviicola sp. RIFCSPHIGHO2_12_FULL_43_24	sample_57	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola sp. RIFCSPHIGHO2_12_FULL_43_24
Fluviicola sp. XM-24bin1	sample_57	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola sp. XM-24bin1
Fluviicola taffensis	sample_57	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola taffensis
Fontibacillus panacisegetis	sample_57	4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Fontibacillus	Fontibacillus panacisegetis
Fontimonas thermophila	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Fontimonas	Fontimonas thermophila
Formivibrio citricus	sample_57	3	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Formivibrio	Formivibrio citricus
Formosa agariphila	sample_57	4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa agariphila
Formosa sp. Hel1_31_208	sample_57	7	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa sp. Hel1_31_208
Formosa sp. Hel1_33_131	sample_57	2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa sp. Hel1_33_131
Francisella salina	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella salina
Francisella tularensis	sample_57	5	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
Franconibacter pulveris	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Franconibacter	Franconibacter pulveris
Frankia alni	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia alni
Frankia canadensis	sample_57	4	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia canadensis
Frankia inefficax	sample_57	4	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia inefficax
Frankia sp. ACN1ag	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia sp. ACN1ag
Frankia sp. Allo2	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia sp. Allo2
Frankia sp. Cc1.17	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia sp. Cc1.17
Frankia sp. CcI156	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia sp. CcI156
Frankia sp. CcI49	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia sp. CcI49
Frankia sp. CgIS1	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia sp. CgIS1
Frankia sp. EI5c	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia sp. EI5c
Frankia sp. Ea1.12	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia sp. Ea1.12
Frankia sp. QA3	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia sp. QA3
Frankia torreyi	sample_57	2	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia torreyi
Frankineae bacterium MT45	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Frankiales	NA	NA	Frankineae bacterium MT45
Frateuria aurantia	sample_57	2	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria aurantia
Frateuria sp. Soil773	sample_57	3	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria sp. Soil773
Frateuria terrea	sample_57	9	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria terrea
Friedmanniella luteola	sample_57	8	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Friedmanniella	Friedmanniella luteola
Frigidibacter mobilis	sample_57	14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Frigidibacter	Frigidibacter mobilis
Frigoribacterium sp. Leaf164	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Frigoribacterium	Frigoribacterium sp. Leaf164
Frigoribacterium sp. Leaf172	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Frigoribacterium	Frigoribacterium sp. Leaf172
Frigoribacterium sp. Leaf186	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Frigoribacterium	Frigoribacterium sp. Leaf186
Frigoribacterium sp. Leaf263	sample_57	2	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Frigoribacterium	Frigoribacterium sp. Leaf263
Frigoribacterium sp. Leaf8	sample_57	2	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Frigoribacterium	Frigoribacterium sp. Leaf8
Frigoribacterium sp. MCBA15_019	sample_57	2	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Frigoribacterium	Frigoribacterium sp. MCBA15_019
Frigoribacterium sp. MEB024	sample_57	2	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Frigoribacterium	Frigoribacterium sp. MEB024
Frischella perrara	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara
Frondihabitans sp. Leaf304	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Frondihabitans	Frondihabitans sp. Leaf304
Fructilactobacillus fructivorans	sample_57	12	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus fructivorans
Fructilactobacillus lindneri	sample_57	90	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus lindneri
Fructilactobacillus sanfranciscensis	sample_57	37	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus sanfranciscensis
Fructobacillus durionis	sample_57	1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus durionis
Fructobacillus ficulneus	sample_57	1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus ficulneus
Fructobacillus fructosus	sample_57	2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus fructosus
Fructobacillus pseudoficulneus	sample_57	1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus pseudoficulneus
Fructobacillus sp. EFB-N1	sample_57	2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus sp. EFB-N1
Fructobacillus tropaeoli	sample_57	4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus tropaeoli
Fulvimarina endophytica	sample_57	10	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Fulvimarina	Fulvimarina endophytica
Fulvimarina manganoxydans	sample_57	15	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Fulvimarina	Fulvimarina manganoxydans
Fulvimarina pelagi	sample_57	6	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Fulvimarina	Fulvimarina pelagi
Fulvimarina sp.	sample_57	6	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Fulvimarina	Fulvimarina sp.
Fulvimonas soli	sample_57	2	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Fulvimonas	Fulvimonas soli
Fulvivirga imtechensis	sample_57	9	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Fulvivirga	Fulvivirga imtechensis
Furfurilactobacillus rossiae	sample_57	26	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Furfurilactobacillus	Furfurilactobacillus rossiae
Furfurilactobacillus siliginis	sample_57	32	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Furfurilactobacillus	Furfurilactobacillus siliginis
Fuscovulum blasticum	sample_57	5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Fuscovulum	Fuscovulum blasticum
Fusicatenibacter saccharivorans	sample_57	226	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
Fusicatenibacter sp. 2789STDY5834925	sample_57	144	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter sp. 2789STDY5834925
Fusobacterium equinum	sample_57	1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium equinum
Fusobacterium gonidiaformans	sample_57	25	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium gonidiaformans
Fusobacterium hwasookii	sample_57	6	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium hwasookii
Fusobacterium mortiferum	sample_57	11	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium mortiferum
Fusobacterium naviforme	sample_57	22	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium naviforme
Fusobacterium necrogenes	sample_57	2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrogenes
Fusobacterium necrophorum	sample_57	2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
Fusobacterium nucleatum	sample_57	7	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
Fusobacterium periodonticum	sample_57	3	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum
Fusobacterium pseudoperiodonticum	sample_57	6	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium pseudoperiodonticum
Fusobacterium sp.	sample_57	4	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp.
Fusobacterium sp. CAG:439	sample_57	2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CAG:439
Fusobacterium sp. CAG:649	sample_57	5	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CAG:649
Fusobacterium sp. CAG:815	sample_57	1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CAG:815
Fusobacterium sp. CM1	sample_57	1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CM1
Fusobacterium sp. CM21	sample_57	6	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CM21
Fusobacterium sp. CM22	sample_57	44	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CM22
Fusobacterium sp. HMSC064B11	sample_57	1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. HMSC064B11
Fusobacterium sp. HMSC064B12	sample_57	2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. HMSC064B12
Fusobacterium sp. HMSC065F01	sample_57	2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. HMSC065F01
Fusobacterium sp. HMSC073F01	sample_57	12	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. HMSC073F01
Fusobacterium sp. oral taxon 203	sample_57	2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. oral taxon 203
Fusobacterium sp. oral taxon 370	sample_57	3	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. oral taxon 370
Fusobacterium ulcerans	sample_57	6	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans
Fusobacterium varium	sample_57	3	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium
Gaetbulibacter sp. 4G1	sample_57	6	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gaetbulibacter	Gaetbulibacter sp. 4G1
Gaetbulibacter sp. 5U11	sample_57	3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gaetbulibacter	Gaetbulibacter sp. 5U11
Galbibacter marinus	sample_57	8	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Galbibacter	Galbibacter marinus
Gallaecimonas xiamenensis	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Gallaecimonas	Gallaecimonas xiamenensis
Gallibacterium anatis	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium anatis
Gallibacterium genomosp. 1	sample_57	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium genomosp. 1
Gallibacterium genomosp. 2	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium genomosp. 2
Gallionella sp.	sample_57	1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Gallionella	Gallionella sp.
Gallionellales bacterium 24-53-125	sample_57	2	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	NA	NA	Gallionellales bacterium 24-53-125
Gallionellales bacterium 35-53-114	sample_57	3	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	NA	NA	Gallionellales bacterium 35-53-114
Gallionellales bacterium 39-52-133	sample_57	2	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	NA	NA	Gallionellales bacterium 39-52-133
Gallionellales bacterium RIFCSPLOWO2_02_FULL_57_47	sample_57	1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	NA	NA	Gallionellales bacterium RIFCSPLOWO2_02_FULL_57_47
Gallionellales bacterium RIFCSPLOWO2_02_FULL_59_110	sample_57	1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	NA	NA	Gallionellales bacterium RIFCSPLOWO2_02_FULL_59_110
Gammaproteobacteria bacterium	sample_57	8	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
Gammaproteobacteria bacterium 28-57-27	sample_57	2	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium 28-57-27
Gammaproteobacteria bacterium 2W06	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium 2W06
Gammaproteobacteria bacterium 39-13	sample_57	2	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium 39-13
Gammaproteobacteria bacterium 42_54_T18	sample_57	7	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium 42_54_T18
Gammaproteobacteria bacterium 45_16_T64	sample_57	2	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium 45_16_T64
Gammaproteobacteria bacterium 53_120_T64	sample_57	2	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium 53_120_T64
Gammaproteobacteria bacterium ESL0073	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium ESL0073
Gammaproteobacteria bacterium HGW-Gammaproteobacteria-1	sample_57	5	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium HGW-Gammaproteobacteria-1
Gammaproteobacteria bacterium HGW-Gammaproteobacteria-13	sample_57	3	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium HGW-Gammaproteobacteria-13
