sample	superkingdom	phylum	class	order	family	genus	species	norm_count
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia cordobensis	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii	1.70526329990189
sample_37	Bacteria	NA	NA	NA	NA	NA	bacterium BMS3Bbin08	0.568421099967297
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus japonica	0.568421099967297
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. CCGE-LA001	0.568421099967297
sample_37	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. DJF_B143	3.41052659980378
sample_37	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Reichenbachiellaceae	Ekhidna	Ekhidna lutea	7.95789539954216
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus yonginensis	7.95789539954216
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia piriflorinigrans	1.13684219993459
sample_37	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. HMSC073D05	5.68421099967297
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus pseudalcaliphilus	6.25263209964027
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Arenimonas sp. SCN 70-307	2.27368439986919
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas trivialis	0.568421099967297
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia psychrerythraea	1.13684219993459
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. NMCN6	2.27368439986919
sample_37	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola sp.	7.38947429957487
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Roseibium	Roseibium sp. TrichSKD4	0.568421099967297
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Marortus	Marortus luteolus	1.70526329990189
sample_37	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	Psychroflexus sp. MES1-P1E	2.27368439986919
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. RSm-3	0.568421099967297
sample_37	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Aquiluna	Candidatus Aquiluna sp. XM-24bin5	1.13684219993459
sample_37	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. HMSC065D07	0.568421099967297
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. P6W	0.568421099967297
sample_37	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Agrococcus	Agrococcus carbonis	1.13684219993459
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. LK4	0.568421099967297
sample_37	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma sp. 48-14	3.97894769977108
sample_37	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus thioreducens	1.70526329990189
sample_37	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris	Methanotorris formicicus	0.568421099967297
sample_37	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga sp. MY04	6.25263209964027
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Ochrobactrum	Ochrobactrum sp. MYb49	1.13684219993459
sample_37	Bacteria	Chloroflexi	NA	NA	NA	NA	Chloroflexi bacterium GWD2_49_16	1.70526329990189
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus	1.70526329990189
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter cerevisiae	0.568421099967297
sample_37	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Marinithermus	Marinithermus hydrothermalis	2.27368439986919
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. B1(2018)	0.568421099967297
sample_37	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. HGB0020	1.70526329990189
sample_37	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. CB03238	1.13684219993459
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus laevolacticus	2.27368439986919
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella henselae	0.568421099967297
sample_37	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium hassiacum	2.84210549983649
sample_37	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. CB02460	1.70526329990189
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter okinawensis	2.84210549983649
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Enterobacillus	Enterobacillus tribolii	1.13684219993459
sample_37	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. LamerLS-31b	1.13684219993459
sample_37	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cyaneogriseus	2.27368439986919
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Saliterribacillus	Saliterribacillus persicus	4.54736879973838
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus australimaris	2.84210549983649
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium HGW-Alphaproteobacteria-4	2.84210549983649
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium hominis	2.27368439986919
sample_37	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta thermophila	2.27368439986919
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Cognaticolwellia	Cognaticolwellia beringensis	2.27368439986919
sample_37	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. CAG:1031	1.70526329990189
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. WF1	1.13684219993459
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ephemeroptericola	Ephemeroptericola cinctiostellae	0.568421099967297
sample_37	Bacteria	Candidatus Cloacimonetes	NA	NA	NA	Candidatus Cloacimonas	Candidatus Cloacimonas acidaminovorans	0.568421099967297
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. Root565	2.27368439986919
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. AFS014408	2.84210549983649
sample_37	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 1.5R	2.27368439986919
sample_37	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Reichenbachiellaceae	Reichenbachiella	Reichenbachiella sp. 5M10	2.84210549983649
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Ignatzschineria	Ignatzschineria cameli	1.70526329990189
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	Parageobacillus thermoglucosidasius	3.41052659980378
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. GM17	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter tjernbergiae	2.84210549983649
sample_37	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga silvisoli	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia	Cobetia sp. UCD-24C	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. ICMP 561	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. St29	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella thiooxydans	1.13684219993459
sample_37	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. C300	3.41052659980378
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. DC4	0.568421099967297
sample_37	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacteroides	Mycobacteroides sp. H054	0.568421099967297
sample_37	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Labilithrix luteola	1.70526329990189
sample_37	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus	9.66315869944406
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-21351	2.27368439986919
sample_37	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia amikacinitolerans	1.13684219993459
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. cl95	2.27368439986919
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Thalassobaculaceae	Oceanibaculum	Oceanibaculum pacificum	3.41052659980378
sample_37	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella chilensis	0.568421099967297
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. BoFeN1	1.13684219993459
sample_37	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea acetylenivorans	3.97894769977108
sample_37	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter sp. UWT3	2.84210549983649
sample_37	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia sp.	1.70526329990189
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Litoreibacter	Litoreibacter ascidiaceicola	2.27368439986919
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Rodentibacter	Rodentibacter genomosp. 1	1.70526329990189
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. HMSC14D01	1.13684219993459
sample_37	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. NIO-1057	1.70526329990189
sample_37	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Pseudoglutamicibacter	Pseudoglutamicibacter cumminsii	0.568421099967297
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Asaia	Asaia bogorensis	1.70526329990189
sample_37	Bacteria	Actinobacteria	Actinomycetia	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora mzabensis	3.41052659980378
sample_37	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-co	1.13684219993459
sample_37	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. p52	0.568421099967297
sample_37	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Acidiplasma cupricumulans	3.41052659980378
sample_37	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Hanstruepera	Hanstruepera neustonica	3.41052659980378
sample_37	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	Opitutaceae bacterium	1.70526329990189
sample_37	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora noduli	1.70526329990189
sample_37	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	Desulfonatronum sp. SC1	2.84210549983649
sample_37	Bacteria	NA	Candidatus Ozemobacteria	NA	Candidatus Ozemobacteraceae	Candidatus Ozemobacter	Candidatus Ozemobacter sibiricus	2.27368439986919
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas sp. CNPT3	2.27368439986919
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. HL-48	2.27368439986919
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas benzenivorans	4.54736879973838
sample_37	Archaea	Candidatus Altiarchaeota	NA	Candidatus Altiarchaeales	NA	NA	Candidatus Altiarchaeales archaeon WOR_SM1_SCG	2.27368439986919
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Azorhizobium	Azorhizobium caulinodans	2.84210549983649
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. 66-54	1.13684219993459
sample_37	Bacteria	Cyanobacteria	NA	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	Pseudanabaena sp.	3.97894769977108
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salisediminibacterium	Salisediminibacterium selenitireducens	3.41052659980378
sample_37	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Gleimia	Gleimia hominis	6.25263209964027
sample_37	Bacteria	Bacteroidetes	NA	NA	NA	NA	Bacteroidetes bacterium RIFOXYA12_FULL_38_20	2.84210549983649
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. HMSC062D12	0.568421099967297
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. MR1	1.70526329990189
sample_37	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. AL09	0.568421099967297
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. Arc7-DN-1	1.13684219993459
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhodovibrionaceae	Limimonas	Limimonas halophila	1.13684219993459
sample_37	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. CC77	1.13684219993459
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia steynii	1.13684219993459
sample_37	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Hydrotalea	Hydrotalea sandarakina	0.568421099967297
sample_37	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia sp. HMSC069D01	3.41052659980378
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. MGH103	1.70526329990189
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. HMSC70A05	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. H105	2.84210549983649
sample_37	Bacteria	Actinobacteria	Actinomycetia	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus sp. LHW52908	4.54736879973838
sample_37	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dehalogenans	6.25263209964027
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	Pseudooceanicola marinus	0.568421099967297
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas oleivorans	1.70526329990189
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Citromicrobium	Citromicrobium sp. JL2201	0.568421099967297
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria sp. HMSC068C04	2.27368439986919
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium PA1	1.13684219993459
sample_37	Bacteria	Cyanobacteria	NA	Chroococcales	Microcystaceae	Microcystis	Microcystis sp. 0824	0.568421099967297
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Aquabacterium	Aquabacterium sp. NJ1	1.70526329990189
sample_37	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus apodemi	6.25263209964027
sample_37	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Phycicoccus	Phycicoccus sp. Root563	1.13684219993459
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Haematobacter	Haematobacter massiliensis	0.568421099967297
sample_37	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc punctiforme	1.70526329990189
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella lansingensis	1.13684219993459
sample_37	Bacteria	Actinobacteria	Actinomycetia	Glycomycetales	Glycomycetaceae	Stackebrandtia	Stackebrandtia nassauensis	3.97894769977108
sample_37	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces thermolilacinus	1.13684219993459
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Rhizobacter	Rhizobacter sp. Root404	2.27368439986919
sample_37	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfocapsaceae	Desulfocapsa	Desulfocapsa sulfexigens	6.82105319960757
sample_37	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Mumia	Mumia flava	1.13684219993459
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium hawassense	1.70526329990189
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Falsiruegeria	Falsiruegeria mediterranea	0.568421099967297
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseovarius	Roseovarius aestuarii	2.84210549983649
sample_37	Bacteria	NA	NA	NA	NA	NA	bacterium YEK0313	2.27368439986919
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Prosthecomicrobium	Prosthecomicrobium hirschii	1.70526329990189
sample_37	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. HMSC078H07	1.13684219993459
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia choica	1.70526329990189
sample_37	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. ST5x	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella cincinnatiensis	1.70526329990189
sample_37	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. FB24	3.41052659980378
sample_37	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Hydrogenimonaceae	Hydrogenimonas	Hydrogenimonas thermophila	0.568421099967297
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella schoenbuchensis	1.13684219993459
sample_37	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp.	1.13684219993459
sample_37	Bacteria	Balneolaeota	Balneolia	Balneolales	Balneolaceae	Rhodohalobacter	Rhodohalobacter barkolensis	1.70526329990189
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas amygdali	0.568421099967297
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. es.048	4.54736879973838
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter guineae	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Ferrimonas	Ferrimonas marina	1.70526329990189
sample_37	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium sp.	3.97894769977108
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasivariicola	1.13684219993459
sample_37	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium aquikefiri	2.27368439986919
sample_37	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces azureus	0.568421099967297
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus rhizosphaerae	3.41052659980378
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Thalassobaculaceae	Thalassobaculum	Thalassobaculum litoreum	4.54736879973838
sample_37	Bacteria	Cyanobacteria	NA	Pseudanabaenales	Thermosynechococcaceae	Thermosynechococcus	Thermosynechococcus sp. NK55a	0.568421099967297
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. JCM 19046	5.68421099967297
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas thiooxydans	1.70526329990189
sample_37	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. FDAARGOS_333	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Steroidobacter	Steroidobacter denitrificans	1.70526329990189
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. Leaf129	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Canicola	Canicola haemoglobinophilus	2.27368439986919
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas fragariae	0.568421099967297
sample_37	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. HMSC063D03	0.568421099967297
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. Leaf363	2.27368439986919
sample_37	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces nodosus	3.41052659980378
sample_37	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	3.41052659980378
sample_37	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. NCIMB 12038	1.13684219993459
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella sp. HMSC073A11	1.70526329990189
sample_37	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bizionia	Bizionia sp. APA-3	2.84210549983649
sample_37	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas europaea	1.70526329990189
sample_37	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Cryobacterium	Cryobacterium arcticum	2.84210549983649
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Candidatus Berkiella	Candidatus Berkiella cookevillensis	1.70526329990189
sample_37	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Pseudarcicella	Pseudarcicella hirudinis	3.41052659980378
sample_37	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus phosphovorus	2.27368439986919
sample_37	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	alpha proteobacterium BAL199	2.27368439986919
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas dhakensis	4.54736879973838
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas sp. BSi20584	1.13684219993459
sample_37	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola nitratireducens	0.568421099967297
