dummy	species	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_40	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_50	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_60	sample_1	sample_10	sample_15	sample_17	sample_20	sample_25	sample_30	sample_35	sample_37	sample_40	sample_5	sample_50	sample_55	sample_57	sample_60
TRUE	Lactobacillus sp. CBA3606	296	223	105	138	1637	875	472	499	127	1820	34	9	112	29	241	115	89	56	15	191	14	2	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. DS1_6	45492	730	8444	44884	79960	32072	124669	5767	12568	4115	1089	407	8487	1704	3036	1236	4661	194	472	147	291	44	22	14	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. DS13_6	45604	697	8367	32651	57827	23605	90258	4236	8927	3078	845	339	6147	436	719	279	1151	50	131	30	70	10	5	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. DS15_6	43268	734	8065	69986	124318	50109	193697	9108	19531	6718	1757	618	13295	3732	6868	2840	10438	523	1108	357	670	105	47	29	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. DS18_6	43035	706	8051	36380	64615	26070	100396	4704	10154	3667	994	320	6933	1199	2188	880	3335	127	353	86	235	26	18	13	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. DS2_6	45338	744	8526	73116	130331	52228	203285	9224	20163	6562	1820	643	13707	2176	3850	1544	5932	247	563	184	351	51	23	23	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. DS22_6	633966	7699	116569	418866	742073	299278	1160077	50491	115269	35562	10214	3872	79105	69367	122780	49275	192578	8239	19126	5787	11854	1724	851	647	13108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. DS3_6	43013	725	7782	56314	100211	40656	155593	7311	15674	5459	1365	566	10814	998	1785	718	2770	134	279	113	182	20	11	14	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. DS9_6	42924	674	7975	48925	86822	35343	134851	6204	13528	4711	1214	466	9143	1461	2595	1050	4036	185	378	130	259	34	15	14	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC056D05	11959	239	2325	8468	18189	6605	23455	1447	2872	854	212	90	1586	1366	2668	967	3641	199	418	103	248	34	15	12	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC061B07	21135	377	4078	17267	37575	13726	47549	2947	5925	1775	440	139	3266	2298	4536	1731	6328	327	775	224	435	53	28	24	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC064F12	6259	158	1242	7631	14665	5535	21231	965	2231	714	193	82	1457	823	1612	623	2435	102	226	68	154	19	17	13	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC066G01	2473	500	898	2350	6939	1388	6589	364	843	441	43	21	618	143	400	87	335	25	56	9	25	2	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC068B07	4367	209	970	3779	8398	2789	10607	607	1229	454	85	47	818	607	1238	436	1673	84	180	57	121	14	6	6	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC068F07	3172	55	624	2298	4099	1620	6184	335	617	257	66	20	443	279	499	207	796	33	82	34	51	10	5	2	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC072E07	451	128	207	557	2705	510	1547	210	362	96	13	3	141	191	425	142	537	26	68	18	52	4	1	3	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC073B09	5093	529	1323	4440	10678	3505	12425	873	1394	1476	113	33	994	572	1186	491	1591	106	154	185	103	15	6	4	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC073D04	6319	158	1233	5044	9556	3551	13890	640	1455	472	114	53	1021	474	833	306	1228	60	134	38	74	15	1	4	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC075D02	5335	615	1630	4414	10534	3137	12281	721	1428	862	89	45	977	279	693	211	880	48	95	25	56	9	5	2	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC077C11	4614	167	1028	3243	7229	2295	8978	491	1058	278	77	33	656	428	909	336	1211	62	143	41	94	12	6	5	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC08B12	912	146	654	477	1401	577	1412	129	150	1003	22	7	1654	63	162	62	152	11	15	59	16	2	2	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC17G08	1125	89	316	1248	3701	911	3493	234	544	88	17	9	279	143	397	117	479	28	72	12	49	3	4	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC24D01	36232	73	131	9394	4636	11013	54634	5501	7977	560	1001	9	868	1033	457	1273	6183	636	927	12	737	132	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. HMSC25A02	44159	703	8287	77990	139907	56673	216970	9962	21610	7368	1931	703	15047	4198	7511	3132	11958	546	1140	375	731	99	44	38	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. PFC-70	102	118	73	47	234	136	166	95	31	179	21	7	74	11	20	13	36	5	2	11	3	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX1	197	156	174	118	1214	457	307	186	67	1088	9	10	170	3	64	16	5	7	3	163	3	1	14	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX10	50	1789	301	36	327	1565	183	3207	1114	118	103	1014	85	0	7	239	5	512	188	3	298	17	0	190	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX11	77	70	64	50	987	316	169	116	41	519	12	11	89	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX12	68	74	75	55	1058	287	156	126	50	640	14	10	100	2	48	7	3	3	1	52	2	0	2	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX13	51	926	149	37	341	2045	186	4253	1503	309	137	1440	85	0	2	121	5	253	100	12	153	10	0	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX14	1044	533	685	800	2669	1244	2466	235	323	3912	37	43	581	62	186	70	162	12	27	492	13	3	16	4	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX15	199	140	174	130	1549	405	363	144	79	907	15	16	163	36	179	61	112	10	11	71	13	2	4	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX16	88	72	68	72	2246	381	221	135	45	573	20	7	96	2	242	17	2	12	3	35	8	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX17	1565	768	974	1183	3861	1689	3355	358	491	5428	46	44	791	93	365	151	285	25	30	402	39	8	9	6	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX18	54	1092	187	37	545	2622	171	5482	1907	197	187	1845	83	0	27	299	13	656	241	2	374	44	0	217	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX19	173	194	416	204	4497	3300	856	512	136	811	6	76	442	9	281	200	62	26	7	21	21	0	4	6	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX2	523	1416	133	375	684	1899	1644	889	278	576	119	292	108	40	54	155	150	83	15	243	54	14	11	24	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX3	60	2263	340	29	500	2447	152	4962	1686	140	175	1707	95	1	47	291	7	693	229	4	390	37	0	222	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX4	1318	528	708	824	2904	1230	2359	318	309	3035	35	24	460	74	204	84	237	16	30	174	24	1	9	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX5	26	134	45	35	162	160	117	185	78	223	13	64	45	0	3	10	0	17	8	4	9	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX6	1062	549	717	757	2464	910	2101	224	299	3433	29	40	509	6	16	3	12	2	4	7	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX7	45	857	142	45	324	1583	135	3272	1119	220	135	1042	60	1	6	111	4	183	59	7	83	5	0	69	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX8	110	206	191	93	1625	392	259	141	56	1194	9	12	152	2	147	21	2	6	2	57	0	0	3	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. UMNPBX9	569	1643	143	433	920	2639	2052	1233	316	695	157	381	144	37	70	194	194	93	36	25	57	14	0	29	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. wkB10	33	11	21	13	1010	495	38	144	34	17	2	3	65	1	11	3	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus sp. wkB8	24	5	17	18	721	300	21	108	34	2	2	5	42	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactobacillus ultunensis	498	776	804	394	4716	2043	1015	691	322	6043	42	50	840	5	114	52	15	19	14	575	11	4	21	3	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactococcus chungangensis	3	17	4	1	52	27	6	18	8	111	3	2	11	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactococcus cremoris	243	612	45	302	750	340	729	107	99	2668	8	7	78	2	35	12	7	15	3	220	3	1	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactococcus fujiensis	7	22	4	7	98	49	4	13	6	29	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactococcus garvieae	12	59	5	17	70	19	11	8	2	195	3	1	14	0	2	0	1	1	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactococcus lactis	6	6399	6	25	112	42	8	11	11	42811	7	6	10	0	0	0	0	0	0	4363	0	0	191	0	0	0	0	0	0	0	0	0	33	15	0	0	2	0	0	0
TRUE	Lactococcus piscium	14	40	5	7	52	35	12	12	15	95	5	6	7	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactococcus plantarum	3	23	3	2	29	18	3	12	4	79	0	0	3	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactococcus raffinolactis	183	86	48	90	398	177	274	43	42	404	7	6	52	4	8	4	13	0	1	17	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactococcus reticulitermitis	3	6	1	1	15	8	3	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactococcus sp.	13	5	0	15	47	21	14	10	9	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactococcus sp. DD01	26	9	3	18	72	31	19	13	7	24	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactococcus termiticola	4	9	1	7	5	4	5	2	0	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lactonifactor longoviformis	304	706	28	515	189	463	47755	289	489	225	763	970	85	22	5	21	4814	18	21	13	13	27	38	36	5	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
TRUE	Lacunisphaera limnophila	12	7	7	9	16	6	35	16	6	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lampropedia cohaerens	6	4	1	1	10	7	4	1	0	7	2	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lampropedia hyalina	11	1	2	3	3	1	15	3	2	2	3	2	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lancefieldella parvula	51	76	19	31	113	25	6	46	4	25	18	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lapidilactobacillus concavus	2035	50	52	171	814	408	16450	216	84	855	15	9	75	4	17	18	1666	8	4	18	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lapidilactobacillus dextrinicus	33	21	16	15	491	171	36	60	24	9	2	1	22	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Laribacter hongkongensis	27	9	11	11	22	2	21	15	2	12	26	0	20	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Larkinella punicea	16	6	9	3	15	6	4	5	1	6	5	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Latilactobacillus curvatus	697	1724	298	871	20748	8787	2304	7858	532	16335	431	251	558	116	1941	778	288	699	48	1190	334	34	10	19	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Latilactobacillus fuchuensis	50	4968	2533	33	88023	51443	69	42542	3998	21459	14	1913	6108	16	8925	5192	30	4285	416	2174	557	0	0	221	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Latilactobacillus graminis	7	195	16	9	1033	551	31	421	27	1340	38	18	39	0	12	9	1	8	0	23	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Latilactobacillus sakei	553	37851	3242	2037	204091	105781	3572	85565	5304	360185	10066	5746	7133	198	20339	10644	273	8620	527	36111	2557	1046	257	576	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lautropia mirabilis	18	5	6	3	13	5	23	4	5	2	7	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lautropia sp. SCN 69-89	5	2	6	2	5	2	9	6	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lawsonella clevelandensis	5	6	1	6	8	4	14	4	2	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lawsonia intracellularis	1	11013	0	1	1	3	0	1924	5	34086	801	1	2	0	0	0	0	191	1	3393	0	81	2825	0	0	0	0	0	0	0	2	0	33	40	0	1	35	0	0	0
TRUE	Lawsonibacter asaccharolyticus	702	638	67	170	330	354	3981	492	690	58	189	236	57	9	15	21	172	35	12	2	20	6	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leadbetterella byssophila	6	9	6	7	2	9	1	1	2	4	2	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lebetimonas natsushimae	26	9	6	6	3	5	3	6	6	0	8	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leclercia adecarboxylata	8	1	5	20	20	5	10	7	2	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leclercia sp. LK8	2	1	1	12	3	1	2	2	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leclercia sp. LSNIH1	0	0	1	0	2	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leclercia sp. LSNIH3	1	0	1	0	3	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leclercia sp. LSNIH4	0	1	0	0	3	4	5	0	0	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leclercia sp. LSNIH5	1	1	2	0	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leclercia sp. LSNIH6	6	1	0	8	2	2	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leclercia sp. LSNIH7	3	1	2	9	6	2	5	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leclercia sp. LSNIH8	3	1	0	6	3	2	3	0	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leclercia sp. W17	3	0	2	0	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leclercia sp. W6	4	0	0	1	5	1	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lederbergia galactosidilytica	2	5	1	3	26	13	4	2	2	0	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lederbergia lenta	46	15	2	33	25	21	70	8	6	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leeuwenhoekiella blandensis	2	2	2	0	1	2	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leeuwenhoekiella marinoflava	2	2	0	1	0	2	1	5	2	4	1	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leeuwenhoekiella nanhaiensis	11	6	8	69	4	9	17	14	5	6	158	186	11	0	0	0	0	0	0	0	0	81	0	121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leeuwenhoekiella palythoae	8	5	1	6	1	9	2	7	6	2	5	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leeuwenhoekiella sp.	9	5	3	0	0	2	3	3	7	15	8	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella anisa	2	7	3	5	44	21	2	13	3	0	3	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella beliardensis	5	3	0	4	2	1	11	2	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella birminghamensis	5	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella bozemanae	2	0	1	0	14	3	0	2	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella brunensis	1	9	2	2	45	19	2	4	1	0	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella busanensis	2	8	2	0	5	2	0	2	1	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella cherrii	8	4	0	21	14	12	9	3	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella cincinnatiensis	0	3	2	7	1	2	2	0	2	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella clemsonensis	0	6	2	2	44	18	1	4	3	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella donaldsonii	3	0	0	2	0	0	1	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella drancourtii	1	4	2	0	0	5	3	4	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella drozanskii	0	0	1	0	14	8	2	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella fallonii	4	3	1	2	2	4	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella feeleii	1	0	1	0	0	1	2	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella gratiana	22	9	0	4	2	4	0	1	5	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella hackeliae	2	1	0	2	2	4	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella israelensis	0	0	1	1	3	2	2	2	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella jamestowniensis	5	1	0	1	1	0	0	3	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella lansingensis	0	2	5	0	0	0	1	1	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella londiniensis	0	1	0	3	1	4	4	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella longbeachae	0	3	0	1	0	2	2	3	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella maceachernii	2	4	2	2	2	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella nautarum	2	0	2	0	2	3	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella parisiensis	2	3	1	0	18	12	4	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionella pneumophila	3	2	0	3	3	4	5	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
