dummy	family	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_40	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_50	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_60	sample_1	sample_10	sample_15	sample_17	sample_20	sample_25	sample_30	sample_35	sample_37	sample_40	sample_5	sample_50	sample_55	sample_57	sample_60
TRUE	Gordoniaceae	78	55	41	26	309	45	146	107	23	11	24	5	34	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Gottschalkiaceae	34	127	66	174	49	289	508	160	102	12	132	156	12	3	0	3	1	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Gracilibacteraceae	13	52	17	57	19	41	25	46	19	9	10	25	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Granulosicoccaceae	5	6	7	5	0	6	1	2	4	0	16	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hafniaceae	79	15	23	41	59	25	81	48	18	22	42	5	17	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hahellaceae	13	5	6	8	3	9	2	8	2	2	16	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Haladaptataceae	2	3	0	2	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halanaerobiaceae	130	187	56	173	270	240	178	187	115	16	197	257	53	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halarsenatibacteraceae	4	12	2	7	8	7	4	7	1	4	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halieaceae	68	25	33	35	85	29	65	63	22	6	134	104	20	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Haliscomenobacteraceae	50	24	17	34	4	29	58	16	8	49	19	20	21	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Haloarculaceae	10	8	5	2	42	8	17	36	2	2	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halobacteriaceae	3	5	2	2	5	2	19	5	13	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halobacteriovoraceae	2	42	10	22	20	13	7	15	2	3	11	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halobacteroidaceae	86	82	106	106	175	163	142	57	73	5	17	39	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halococcaceae	3	4	0	0	3	0	17	7	2	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Haloferacaceae	67	45	36	32	267	41	153	88	33	7	29	4	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halomonadaceae	313	230	180	185	851	225	445	425	150	65	304	60	161	1	8	1	1	3	4	2	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Haloplasmataceae	5	9	2	19	45	23	18	12	2	0	3	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halothecacae	5	12	2	2	14	4	4	10	2	0	2	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halothermotrichaceae	1	7	1	2	2	2	8	9	3	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halothiobacillaceae	7	2	4	2	6	5	24	14	2	4	30	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hapalosiphonaceae	12	13	18	13	18	16	19	29	22	7	15	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Helicobacteraceae	163	170	50	206	172	194	77	88	57	15065	228	301	50	1	1	0	0	0	0	1415	2	0	21055	0	1	0	0	0	0	0	0	0	17	0	0	0	299	0	0	0
TRUE	Heliobacteriaceae	13	11	7	9	52	17	112	33	18	29	12	7	8	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Herpetosiphonaceae	3	4	4	2	5	1	5	4	4	0	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hexamitidae	6	2	0	1	1	3	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hippeaceae	10	2	1	9	3	5	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hydrococcaceae	8	0	0	5	4	2	5	3	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hydrogenimonadaceae	5	1	1	5	44	24	1	13	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hydrogenophilaceae	36	6	4	32	10	0	45	6	1	1	10	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hydrogenothermaceae	9	43	2	38	23	23	18	29	15	10	10	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hyellaceae	5	4	1	3	2	2	2	2	3	4	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hymenobacteraceae	271	162	253	108	510	139	435	385	166	125	147	50	270	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hyphomicrobiaceae	110	28	135	14	109	86	131	95	30	7	146	5	94	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hyphomonadaceae	562	73	230	58	81	537	220	123	42	16	1025	7	108	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Idiomarinaceae	35	29	27	32	9	43	31	26	15	6	149	15	24	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ignatzschineriaceae	18	10	14	6	12	11	4	12	16	2	11	5	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ignavibacteriaceae	11	7	4	35	11	12	13	8	7	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Intestinimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	14	0	3	3	1	0	0	0	0
TRUE	Intrasporangiaceae	82	71	66	15	460	83	158	156	37	31	37	8	35	0	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Isosphaeraceae	1	2	3	0	1	0	1	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Jatrophihabitantaceae	10	12	4	1	19	11	27	13	2	1	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Jiangellaceae	62	32	19	26	141	15	84	88	18	17	9	1	15	0	2	0	0	9	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Jonesiaceae	8	6	6	1	24	7	9	15	2	3	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kaistiaceae	29	4	34	4	26	16	15	44	11	2	42	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kangiellaceae	1	2	3	2	6	1	2	2	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ketobacteraceae	4	3	1	0	1	6	2	2	0	1	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kiloniellaceae	34	6	33	4	8	40	19	27	5	1	66	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kineosporiaceae	12	22	11	2	69	10	48	43	18	10	10	6	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kofleriaceae	47	13	8	25	76	16	69	32	3	6	3	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kordiimonadaceae	7	5	5	1	0	8	0	15	0	0	9	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kosmotogaceae	47	26	1	42	30	11	64	14	9	6	10	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kribbellaceae	22	7	10	8	98	10	30	32	7	3	2	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ktedonobacteraceae	1	6	2	1	25	2	2	20	1	1	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kytococcaceae	13	9	11	0	95	14	11	27	11	7	2	1	8	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Labilitrichaceae	5	3	11	3	51	11	4	14	3	2	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lachnospiraceae	1906240	3759714	753152	2698258	1303677	4309843	3031085	2435569	6657557	967608	1555018	1308849	1638469	273086	118289	416589	310831	237827	660812	92003	465154	153805	37800	129469	164932	2594	846	2554	2587	1661	1317	3882	464	4920	2978	1038	229	928	920	863
TRUE	Lactobacillaceae	2717246	1125117	1068500	2532323	12293841	6064367	6505246	3161124	1207944	11857644	224093	158291	1612278	257339	1233329	609814	661723	318396	122468	1204633	140627	22798	23177	16296	163294	608	3597	2267	1413	1608	1096	379	5133	1193	587	132	124	108	820	608
TRUE	Lawsonellaceae	5	6	1	6	8	4	14	4	2	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leadbetterellaceae	63	62	40	48	52	42	24	26	12	64	23	34	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Legionellaceae	103	107	52	128	269	188	92	77	115	10	110	40	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptolyngbyaceae	98	36	20	92	31	27	169	39	31	8	37	13	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptospiraceae	165	127	67	182	114	109	151	117	85	25	56	49	83	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptotrichiaceae	179	232	120	353	318	332	192	224	193	81	271	350	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lewinellaceae	42	25	14	10	13	25	40	29	60	14	11	6	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Listeriaceae	108	91	88	121	607	304	178	129	53	131	57	27	97	0	2	4	0	2	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lutisporaceae	41	62	22	98	17	93	5180	4010	6750	34	39	8	4	1	0	0	529	427	689	0	2	0	0	1	0	0	0	0	0	3	2	4	0	0	0	0	0	0	0	0
TRUE	Lysobacteraceae	381	276	233	249	1163	329	949	584	233	93	419	221	201	0	2	1	10	0	0	0	2	14	0	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Magnetococcaceae	12	11	9	5	48	9	27	19	11	11	16	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Magnetospirillaceae	65	23	56	70	179	40	78	86	40	10	85	4	30	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Magnetovibrionaceae	56	12	45	7	18	29	12	42	6	0	53	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Malasseziaceae	38	10	2	17	23	9	36	6	2	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Maricaulaceae	297	53	110	24	48	322	74	63	30	4	543	3	50	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinifilaceae	25	39	53	29	12	20	9	42	27	10	15	25	91	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinilabiliaceae	98	133	2594	32	43	64	53	66	64	77	49	44	22439	0	0	0	1	0	0	0	1215	0	0	0	2263	0	0	0	0	0	0	0	0	0	6	0	0	0	8	10
TRUE	Marinobacteraceae	191	91	80	117	181	114	261	155	74	14	163	22	83	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mariprofundaceae	16	5	5	8	7	7	9	7	6	1	6	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marivirgaceae	1	10	7	1	4	5	6	3	4	1	3	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Melioribacteraceae	14	13	5	15	34	19	14	8	7	21	6	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Merismopediaceae	11	27	13	2	6	9	12	10	10	8	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mesoaciditogaceae	3	2	0	2	2	2	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TRUE	Metamycoplasmataceae	88	84	23	93	193	120	92	85	38	11	24	30	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanobacteriaceae	149	162	31	238	118	206	125	152	100	23	130	162	45	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanocaldococcaceae	9	28	5	28	13	24	12	20	23	9	9	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanocellaceae	2	2	0	0	3	1	6	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanococcaceae	14	9	4	59	21	20	24	4	3	0	12	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanocorpusculaceae	4	2	0	5	1	0	2	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanomassiliicoccaceae	2	5	4	4	2	11	3	6	0	1	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanomethylophilaceae	4	4	1	2	1	3	3	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanomicrobiaceae	19	14	12	28	35	6	40	17	14	12	9	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanoregulaceae	2	14	1	13	5	48	6	9	2	1	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanosarcinaceae	200	112	32	189	83	93	197	125	96	24	136	136	48	0	0	1	0	5	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanospirillaceae	17	5	1	5	5	2	2	2	4	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanothermaceae	1	6	2	0	2	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanotrichaceae	10	5	4	7	41	6	14	16	10	3	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methylacidiphilaceae	0	2	0	3	2	3	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methylobacteriaceae	295	110	248	117	797	189	427	372	83	173	245	34	147	0	1	6	1	2	0	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methylococcaceae	105	56	49	45	152	83	211	77	53	16	221	125	47	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methylocystaceae	44	10	30	1	71	48	18	49	14	2	67	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methylophilaceae	46	32	50	17	49	36	36	46	14	12	73	12	44	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methylothermaceae	0	0	1	2	1	2	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Microbacteriaceae	696	440	363	307	2502	379	1033	983	234	183	416	389	331	2	13	2	3	4	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Microbulbiferaceae	22	13	23	3	40	18	29	22	10	4	51	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Micrococcaceae	638	323	198	307	1596	358	801	617	175	111	335	256	169	3	16	5	3	7	5	0	4	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Microcoleaceae	11	25	19	26	70	45	17	23	11	6	11	19	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Microcystaceae	4	3	4	10	26	11	3	6	8	3	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Micromonosporaceae	389	178	189	158	1236	226	620	445	129	82	187	182	125	0	2	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Microscillaceae	7	4	8	10	8	3	7	2	8	0	2	3	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Minwuiaceae	18	5	32	2	9	11	6	21	5	2	25	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Monoglobaceae	119	90	19	130	32	97	157	110	62	43	1567	2270	35	3	1	9	8	7	4	8	17	123	6	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Moorellaceae	27	24	6	24	25	22	102	26	24	5	22	8	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Moraxellaceae	504	436	382	356	456	534	448	367	1216	198	521	409	375	0	0	0	0	1	44	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Morganellaceae	177	234	199	280	329	247	219	172	152	162	193	90	234	4	18	2	2	3	9	4	8	1	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Moritellaceae	35	34	47	32	21	24	16	20	20	3	24	16	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Muribaculaceae	9	3	24	22	14	59	8	138	51	3	19	6	234	0	0	0	0	22	6	0	11	2	12	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mycobacteriaceae	613	354	267	312	1938	386	980	736	204	95	378	281	212	0	10	2	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mycoplasmataceae	19	57	6	12	87	55	23	18	12	6	34	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mycoplasmoidaceae	6	6	5	6	89	25	7	19	4	1	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Myxococcaceae	48	28	29	12	210	37	99	78	14	18	35	7	27	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nakamurellaceae	10	9	4	4	70	10	14	21	6	9	2	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nannocystaceae	10	10	2	1	54	4	21	24	5	1	4	2	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nanopusillaceae	2	3	0	1	0	3	2	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Natranaerobiaceae	4	14	2	6	45	19	16	10	13	0	3	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Natrialbaceae	22	16	20	6	102	24	31	35	8	14	8	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Natronincolaceae	104	863	1195	3408	106	2291	717	251	166	34	1276	685	97	161	0	82	18	3	2	1	118	41	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Natronoarchaeaceae	3	3	1	0	10	1	16	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nautiliaceae	28	18	7	7	10	19	7	16	16	0	8	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Neisseriaceae	121	170	124	75	184	87	241	129	87	68	186	54	195	0	2	0	1	11	18	1	19	11	1	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nevskiaceae	37	24	17	14	79	22	65	42	14	8	66	5	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
